Proprietary  Name,Active Ingredient/Moiety,Applicant,NDA/BLA,Application Number(1),Application Number(2),Application Number(3),Dosage Form(1),Route of Administration(1),Dosage Form(2),Route of Administration(2),Dosage Form(3),Route of Administration(3),FDA Receipt Date,FDA Approval Date,Approval Year,Abbreviated Indication(s),Approved Use(s),Review Designation,Orphan Drug Designation,Accelerated Approval,Breakthrough Therapy Designation,Fast Track Designation,Qualified Infectious Disease Product,Issued a Priority Review Voucher,Redeemed a Priority Review Voucher,Notes,receipt_date,approval_date,review_time_days,log_review_time_days,regulatory_era
Opdivo,nivolumab,Bristol-Myers Squibb,BLA,125554,NA,NA,Injectable,Injection,NA,NA,NA,NA,7/30/2014,12/22/2014,2014,NA,"OPDIVO (nivolumab) is indicated for the treatment of patients with unresectable or metastatic melanoma and disease progression following ipilimumab and, if BRAF V600 mutation positive, a BRAF inhibitor. 
This indication is approved under accelerated approval based on tumor response rate and durability of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials.",Priority,Yes,Yes,Yes,Yes,N/A,No,No,NA,2014-07-30,2014-12-22,145,4.976733742420574,Post-FDASIA
Savaysa,edoxaban tosylate,Daiichi Sankyo,NDA,206316,NA,NA,Tablet,Oral,NA,NA,NA,NA,1/8/2014,1/8/2015,2015,NA,"SAVAYSA is indicated to reduce the risk of stroke and systemic embolism (SE) in patients with nonvalvular atrial fibrillation (NVAF). 
Limitation of Use for NVAF: 
SAVAYSA should not be used in patients with CrCL > 95 mL/min because of an increased risk of ischemic stroke compared to warfarin. SAVAYSA is indicated for the treatment of deep vein thrombosis (DVT) and pulmonary embolism (PE) following 5 to 10 days of initial therapy with a parenteral anticoagulant.",Standard,No,No,No,No,No,No,No,NA,2014-01-08,2015-01-08,365,5.8998973535824915,Post-FDASIA
Cosentyx,secukinumab,Novartis Pharmaceuticals,BLA,125504,NA,NA,Injectable,Injection,NA,NA,NA,NA,10/24/2013,1/21/2015,2015,NA,COSENTYX is indicated for the treatment of moderate to severe plaque psoriasis in adult patients who are candidates for systemic therapy or phototherapy.,Standard,No,No,No,No,N/A,No,No,NA,2013-10-24,2015-01-21,454,6.118097198041348,Post-FDASIA
Natpara,parathyroid hormone,NPS Pharmaceuticals,BLA,125511,NA,NA,Injectable,Injection,NA,NA,NA,NA,10/24/2013,1/23/2015,2015,NA,"NATPARA is a parathyroid hormone indicated as an adjunct to calcium and vitamin D to control hypocalcemia in patients with hypoparathyroidism.  
Limitations of use: 
- Because of the potential risk of osteosarcoma, NATPARA is recommended only for patients who cannot be well-controlled on calcium supplements and active forms of vitamin D alone. 
- NATPARA was not studied in patients with hypoparathyroidism caused by calcium-sensing receptor mutations.  
- NATPARA was not studied in patients with acute post-surgical hypoparathyroidism.",Standard,Yes,No,No,No,N/A,No,No,NA,2013-10-24,2015-01-23,456,6.1224928095143865,Post-FDASIA
Ibrance,palbociclib,Pfizer,NDA,207103,NA,NA,Capsule,Oral,NA,NA,NA,NA,8/13/2014,2/3/2015,2015,NA,"IBRANCE is indicated in combination with letrozole for the treatment of postmenopausal women with estrogen receptor (ER)-positive, human epidermal growth factor receptor 2 (HER2)-negative advanced breast cancer as initial endocrine-based therapy for their metastatic disease. 
This indication is approved under accelerated approval based on progression-free survival (PFS). Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial.",Priority,No,Yes,Yes,No,No,No,No,NA,2014-08-13,2015-02-03,174,5.159055299214529,Post-FDASIA
Lenvima,lenvatinib,Eisai,NDA,206947,NA,NA,Capsule,Oral,NA,NA,NA,NA,8/14/2014,2/13/2015,2015,NA,"LENVIMA is indicated for the treatment of patients with locally recurrent or metastatic, progressive, radioactive iodine-refractory differentiated thyroid cancer (DTC).",Priority,Yes,No,No,No,No,No,No,NA,2014-08-14,2015-02-13,183,5.209486152841421,Post-FDASIA
Farydak,panobinostat,Novartis Pharmaceuticals,NDA,205353,NA,NA,Capsule,Oral,NA,NA,NA,NA,3/24/2014,2/23/2015,2015,NA,"FARYDAK, a histone deacetylase inhibitor, in combination with bortezomin and dexamethasone, is indicated for the treatment of patients with multiple myeloma who have received at least 2 prior regimens, including bortezomib and an immunomodulatory agent.  This indication is approved under accelerated approval based on progression free survival.  Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials.",Priority,Yes,Yes,No,No,No,No,No,NA,2014-03-24,2015-02-23,336,5.817111159963204,Post-FDASIA
Avycaz,ceftazidime and avibactam,Forest Research Institute,NDA,206494,NA,NA,Powder,Iv (Infusion),NA,NA,NA,NA,6/25/2014,2/25/2015,2015,NA,"AVYCAZ (ceftazidime-avibactam), in combination with metronidazole, is indicated for the treatment of complicated intra-abdominal infections (cIAI) caused by the following susceptible microorganisms: Escherichia coli, Klebsiella pneumoniae, Proteus mirabilis, Providencia stuartii, Enterobacter cloacae, Klebsiella oxytoca, and Pseudomonas aeruginosa in patients 18 years or older. 
As only limited clinical safety and efficacy data for AVYCAZ are currently available, reserve AVYCAZ for use in patients who have limited or no alternative treatment options. 
AVYCAZ (ceftazidime-avibactam) is indicated for the treatment of complicated urinary tract infections (cUTI) including pyelonephritis caused by the following susceptible microorganisms: Escherichia coli, Klebsiella pneumoniae, Citrobacter koseri, Enterobacter aerogenes, Enterobacter cloacae, Citrobacter freundii, Proteus spp., and Pseudomonas aeruginosa in patients 18 years or older. 
As only limited clinical safety and efficacy data for AVYCAZ are currently available, reserve AVYCAZ for use in patients who have limited or no alternative treatment options. 
Usage: 
To reduce the development of drug-resistant bacteria and maintain the effectiveness of AVYCAZ and other antibacterial drugs, AVYCAZ should be used to treat only indicated infections that are proven or strongly suspected to be caused by susceptible bacteria. When culture and susceptibility information are available, they should be considered in selecting or modifying antibacterial therapy. In the absence of such data, local epidemiology and susceptibility patterns may contribute to the empiric selection of therapy.",Priority,No,No,No,Yes,Yes,No,No,NA,2014-06-25,2015-02-25,245,5.501258210544727,Post-FDASIA
Cresemba,isavuconazonium sulfate,Astellas Pharma,NDA,207500,207501,NA,Capsule,Oral,Injectable,Injection,NA,NA,7/8/2014,3/6/2015,2015,NA,"CRESEMBA is an azole antifungal indicated for patients 18 years of age and older for the treatment of invasive aspergillosis.
CRESEMBA is an azole antifungal indicated for patients 18 years of age and older for the treatment of invasive mucormycosis.
Usage:
Specimens for fungal culture and other relevant laboratory studies (including histopathology) to isolate and identify causative organism(s) should be obtained prior to initiating antifungal therapy. Therapy may be instituted before the results of the cultures and other laboratory studies are known. However, once these results become available, antifungal therapy should be adjusted accordingly.",Priority,Yes,No,No,No,Yes,No,No,NA,2014-07-08,2015-03-06,241,5.484796933490655,Post-FDASIA
Unituxin,dinutuximab,United Therapeutics,BLA,125516,NA,NA,Injectable,Injection,NA,NA,NA,NA,4/11/2014,3/10/2015,2015,NA,"Unituxin (dinutuximab) is indicated, in combination with granulocyte-macrophage colonystimulating factor (GM-CSF), interleukin-2 (IL-2) and 13-cis-retinoic acid (RA), for the treatment of pediatric patients with high-risk neuroblastoma who achieve at least a partial response to prior first-line multiagent, multimodality therapy.",Priority,Yes,No,No,No,N/A,RPD,No,NA,2014-04-11,2015-03-10,333,5.808142489980444,Post-FDASIA
Cholbam,cholic acid,Asklepion Pharmaceuticals,NDA,205750,NA,NA,Capsule,Oral,NA,NA,NA,NA,11/21/2013,3/17/2015,2015,NA,"CHOLBAM is indicated for the treatment of bile acid synthesis disorders due to single enzyme defects (SEDs). 
CHOLBAM is indicated for adjunctive treatment of peroxisomal disorders (PDs) including Zellweger spectrum disorders in patients who exhibit manifestations of liver disease, steatorrhea or complications from decreased fat soluble vitamin absorption. 
The safety and effectiveness of CHOLBAM on extrahepatic manifestations of bile acid synthesis disorders due to SEDs or PDs including Zellweger spectrum disorders have not been established.",Priority,Yes,No,No,No,No,RPD,No,NA,2013-11-21,2015-03-17,481,6.175867270105761,Post-FDASIA
Corlanor,ivabradine,Amgen,NDA,206143,NA,NA,Tablet,Oral,NA,NA,NA,NA,6/27/2014,4/15/2015,2015,NA,"Corlanor is indicated to reduce the risk of hospitalization for worsening heart failure in patients with stable, symptomatic chronic heart failure with left ventricular ejection fraction <= 35%, who are in sinus rhythm with resting heart rate >= 70 beats per minute and either are on maximally tolerated doses of betablockers or have a contraindication to beta-blocker use.",Priority,No,No,No,Yes,No,No,No,NA,2014-06-27,2015-04-15,292,5.676753802268282,Post-FDASIA
Kybella,deoxycholic acid,Kythera Biopharmaceuticals,NDA,206333,NA,NA,Solution,Subcutaneous,NA,NA,NA,NA,5/13/2014,4/29/2015,2015,NA,"KYBELLA (deoxycholic acid) injection is indicated for improvement in the appearance of moderate to severe convexity or fullness associated with submental fat in adults. 
Limitation of use:
The safe and effective use of KYBELLA for the treatment of subcutaneous fat outside the submental region has not been established and is not recommended.",Standard,No,No,No,No,No,No,No,NA,2014-05-13,2015-04-29,351,5.860786223465865,Post-FDASIA
Viberzi,eluxadoline,Furiex Pharmaceuticals,NDA,206940,NA,NA,Tablet,Oral,NA,NA,NA,NA,6/27/2014,5/27/2015,2015,NA,VIBERZI is indicated in adults for the treatment of irritable bowel syndrome with diarrhea (IBS-D).,Priority,No,No,No,Yes,No,No,No,NA,2014-06-27,2015-05-27,334,5.811140992976701,Post-FDASIA
Kengreal,cangrelor,The Medicines Company,NDA,204958,NA,NA,Powder,Intravenous,NA,NA,NA,NA,4/30/2013,6/22/2015,2015,NA,"KENGREAL is indicated as an adjunct to percutaneous coronary intervention (PCI) to reduce the risk of periprocedural myocardial infarction (MI), repeat coronary revascularization, and stent thrombosis (ST) in patients who have not been treated with a P2Y12 platelet inhibitor and are not being given a glycoprotein IIb/IIIa inhibitor.",Standard,No,No,No,No,No,No,No,NA,2013-04-30,2015-06-22,783,6.663132695990803,Post-FDASIA
Orkambi,"lumacaftor, ivacaftor",Vertex Pharmaceuticals,NDA,206038,NA,NA,Tablet,Oral,NA,NA,NA,NA,11/5/2014,7/2/2015,2015,NA,"ORKAMBI is a combination of lumacaftor and ivacaftor indicated for the treatment of cystic fibrosis (CF) in patients age 12 years and older who are homozygous for the F508del mutation in the CFTR gene. If the patient’s genotype is unknown, an FDA-cleared CF mutation test should be used to detect the presence of the F508del mutation on both alleles of the CFTR gene.
Limitations of Use:
The efficacy and safety of ORKAMBI have not been established in patients with CF other than those homozygous for the F508del mutation.",Priority,Yes,No,Yes,Yes,No,No,No,NA,2014-11-05,2015-07-02,239,5.476463551931511,Post-FDASIA
Entresto,"sacubitril, valsartan",Novartis Pharmaceuticals,NDA,207620,NA,NA,Tablet,Oral,NA,NA,NA,NA,12/17/2014,7/7/2015,2015,NA,"ENTRESTO is indicated to reduce the risk of cardiovascular death and hospitalization for heart failure in patients with chronic heart failure (NYHA Class II-IV) and reduced ejection fraction.
ENTRESTO is usually administered in conjunction with other heart failure therapies, in place of an ACE inhibitor or other ARB.",Priority,No,No,No,Yes,No,No,No,NA,2014-12-17,2015-07-07,202,5.308267697401205,Post-FDASIA
Rexulti,brexpiprazole,Otsuka Pharmaceutical,NDA,205422,NA,NA,Tablet,Oral,NA,NA,NA,NA,7/11/2014,7/10/2015,2015,NA,"REXULTI is indicated for:
- Adjunctive treatment of major depressive disorder (MDD).
- Treatment of schizophrenia.",Standard,No,No,No,No,No,No,No,NA,2014-07-11,2015-07-10,364,5.8971538676367405,Post-FDASIA
Odomzo,sonidegib,Novartis Pharmaceuticals,NDA,205266,NA,NA,Capsule,Oral,NA,NA,NA,NA,9/26/2014,7/24/2015,2015,NA,"ODOMZO (sonidegib) is indicated for the treatment of adult patients with locally advanced basal cell carcinoma (BCC) that has recurred following surgery or radiation therapy, or those who are not candidates for surgery or radiation therapy.",Standard,No,No,No,No,No,No,No,NA,2014-09-26,2015-07-24,301,5.707110264748875,Post-FDASIA
Praluent,alirocumab,Sanofi-Aventis,BLA,125559,NA,NA,Injectable,Injection,NA,NA,NA,NA,11/24/2014,7/24/2015,2015,NA,"PRALUENT is indicated as an adjunct to diet and maximally tolerated statin therapy for the treatment of adults with heterozygous familial hypercholesterolemia or clinical atherosclerotic cardiovascular disease, who require additional lowering of LDL-C.
Limitations of Use:
The effect of PRALUENT on cardiovascular morbidity and mortality has not been determined.",Priority (used priority review voucher),No,No,No,No,N/A,No,Yes,NA,2014-11-24,2015-07-24,242,5.488937726156687,Post-FDASIA
Daklinza,daclatasvir,Bristol-Myers Squibb,NDA,206843,NA,NA,Tablet,Oral,NA,NA,NA,NA,3/31/2014,7/24/2015,2015,NA,"DAKLINZA is indicated for use with sofosbuvir for the treatment of patients with chronic hepatitis C virus (HCV) genotype 3 infection.
Limitations of Use:
- Sustained virologic response (SVR) rates are reduced in HCV genotype 3-infected patients with cirrhosis receiving DAKLINZA in combination with sofosbuvir for 12 weeks.",Priority,No,No,No,Yes,No,No,No,NA,2014-03-31,2015-07-24,480,6.173786103901937,Post-FDASIA
Addyi,flibanserin,Sprout Pharmaceuticals,NDA,22526,NA,NA,Tablet,Oral,NA,NA,NA,NA,10/27/2009,8/18/2015,2015,NA,"ADDYI is indicated for the treatment of premenopausal women with acquired, generalized hypoactive sexual desire disorder (HSDD), as characterized by low sexual desire that causes marked distress or interpersonal difficulty and is NOT due to: 
- A co-existing medical or psychiatric condition, 
- Problems within the relationship, or 
- The effects of a medication or other drug substance. 
Acquired HSDD refers to HSDD that develops in a patient who previously had no problems with sexual desire. Generalized HSDD refers to HSDD that occurs regardless of the type of stimulation, situation or partner. 
Limitations of Use:
- ADDYI is not indicated for the treatment of HSDD in postmenopausal women or in men. 
- ADDYI is not indicated to enhance sexual performance.",Standard,No,No,No,No,No,No,No,NA,2009-10-27,2015-08-18,2121,7.659642954564682,Post-FDASIA
Repatha,evolocumab,Amgen,BLA,125522,NA,NA,Injectable,Injection,NA,NA,NA,NA,8/27/2014,8/27/2015,2015,NA,"[A] REPATHA is indicated as an adjunct to diet and maximally tolerated statin therapy for the treatment of adults with heterozygous familial hypercholesterolemia (HeFH) or clinical atherosclerotic cardiovascular disease (CVD), who require additional lowering of low density lipoprotein cholesterol (LDL-C). 
[B] REPATHA is indicated as an adjunct to diet and other LDL-lowering therapies (e.g., statins, ezetimibe, LDL apheresis) for the treatment of patients with homozygous familial hypercholesterolemia (HoFH) who require additional lowering of LDL-C.
Limitations of Use: 
The effect of REPATHA on cardiovascular morbidity and mortality has not been determined.",Standard,Yes (indication [B] only),No,No,No,N/A,No,No,NA,2014-08-27,2015-08-27,365,5.8998973535824915,Post-FDASIA
