Proprietary  Name,Active Ingredient/Moiety,Applicant,NDA/BLA,Application Number(1),Application Number(2),Application Number(3),Dosage Form(1),Route of Administration(1),Dosage Form(2),Route of Administration(2),Dosage Form(3),Route of Administration(3),FDA Receipt Date,FDA Approval Date,Approval Year,Abbreviated Indication(s),Approved Use(s),Review Designation,Orphan Drug Designation,Accelerated Approval,Breakthrough Therapy Designation,Fast Track Designation,Qualified Infectious Disease Product,Issued a Priority Review Voucher,Redeemed a Priority Review Voucher,Notes,receipt_date,approval_date,review_time_days,log_review_time_days,therapeutic_area,classification_confidence,classification_method,review_type_simplified,therapeutic_area_factor,review_type_factor,regulatory_era_factor,review_time_days_response,log_review_time_days_response
Remodulin,treprostinil sodium,United Therapeutics,NDA,21272,NA,NA,Injectable,"Iv (Infusion), Subcutaneous",NA,NA,NA,NA,10/16/2000,5/21/2002,2002,treatment of pulmonary arterial hypertension,NA,Priority,Yes,Yes,N/A,No,N/A,N/A,N/A,NA,2000-10-16,2002-05-21,582,6.366470447731438,Other,high,indication_keyword_match,Priority,Other,Priority,Early-PDUFA,582,6.366470447731438
Vfend,voriconazole,Pfizer,NDA,21266,21267,NA,Tablet,Oral,Injectable,Injection,NA,NA,11/17/2000,5/24/2002,2002,"treatment of invasive aspergillosis and serious fungal infections caused by Scedosporium apiospermum and Fusarium spp., including Fusarium solani, in patients intolerant of, or refractory to, other therapy",NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,2000-11-17,2002-05-24,553,6.315358001522335,Other,high,indication_keyword_match,Standard,Other,Standard,Early-PDUFA,553,6.315358001522335
Imagent,"dimyristoylphosphatidylcholine, perflexane",Alliance Pharmaceuticals,NDA,21191,NA,NA,Injectable,Intravenous,NA,NA,NA,NA,10/14/1999,5/31/2002,2002,indicated for the use in patients with suboptimal echocardiograms to opacify the left ventricular chamber and to improve the delineation of the left ventricular endocardial border,NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,1999-10-14,2002-05-31,960,6.866933284461882,Other,high,indication_keyword_match,Standard,Other,Standard,Early-PDUFA,960,6.866933284461882
Elitek,rasburicase,Sanofi-Synthelabo,BLA,103946,NA,NA,Injectable,Injection,NA,NA,NA,NA,12/16/1999,7/12/2002,2002,"indicated for the initial management of plasma uric acid levels in pediatric patients with leukemia, lymphoma, and solid tumor malignancies who are receiving anti-cancer therapy expected to result in tumor lysis and subsequent elevation of plasma uric acid",NA,Standard,Yes,No,N/A,No,N/A,N/A,N/A,NA,1999-12-16,2002-07-12,939,6.844815479208263,Oncology,high,indication_keyword_match,Standard,Oncology,Standard,Early-PDUFA,939,6.844815479208263
Xyrem,sodium oxybate,Orphan Medical,NDA,21196,NA,NA,Solution,Oral,NA,NA,NA,NA,10/2/2000,7/17/2002,2002,treatment of cataplexy associated with narcolepsy,NA,Priority,Yes,No,N/A,No,N/A,N/A,N/A,NA,2000-10-02,2002-07-17,653,6.481577129276431,Other,high,indication_keyword_match,Priority,Other,Priority,Early-PDUFA,653,6.481577129276431
Zelnorm,tegaserod maleate,Novartis Pharmaceuticals,NDA,21200,NA,NA,Tablet,Oral,NA,NA,NA,NA,2/11/2000,7/24/2002,2002,short-term treatment of women with irritable bowel syndrome whose primary bowel symptom is constipation,NA,Priority,No,No,N/A,No,N/A,N/A,N/A,NA,2000-02-11,2002-07-24,894,6.795705775173514,Other,high,indication_keyword_match,Priority,Other,Priority,Early-PDUFA,894,6.795705775173514
Eloxatin,oxaliplatin,Sanofi-Synthelabo,NDA,21492,NA,NA,Injectable,Intravenous,NA,NA,NA,NA,6/24/2002,8/9/2002,2002,in combination with infusional 5-FU/LV for the treatment of patients with metastatic carcinoma of the colon or rectum whose disease has recurred or progressed during or within 6 months of completion of first line therapy with the combination of bolus 5-FU/LV and irinotecan,NA,Priority,No,Yes,N/A,Yes,N/A,N/A,N/A,NA,2002-06-24,2002-08-09,46,3.828641396489095,Oncology,high,indication_keyword_match,Priority,Oncology,Priority,Early-PDUFA,46,3.828641396489095
Hepsera,adefovir dipivoxil,Gilead Sciences,NDA,21449,NA,NA,Tablet,Oral,NA,NA,NA,NA,3/21/2002,9/20/2002,2002,treatment of chronic hepatitis B in adults with evidence of active viral replication and either evidence of persistent elevations in serum alanine aminotransferase (ALT)/aspartate aminotransferase (AST) or histologically active disease,NA,Priority,No,No,N/A,No,N/A,N/A,N/A,NA,2002-03-21,2002-09-20,183,5.209486152841421,Other,high,indication_keyword_match,Priority,Other,Priority,Early-PDUFA,183,5.209486152841421
Inspra,eplerenone,GD Searle,NDA,21437,NA,NA,Tablet,Oral,NA,NA,NA,NA,11/29/2001,9/27/2002,2002,"treatment of hypertension, alone or in combination with other agents",NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,2001-11-29,2002-09-27,302,5.71042701737487,Other,high,indication_keyword_match,Standard,Other,Standard,Early-PDUFA,302,5.71042701737487
Pegasys,peginterferon alfa-2a,Hoffmann-La Roche,BLA,103964,NA,NA,Injectable,Injection,NA,NA,NA,NA,5/22/2000,10/16/2002,2002,treatment of adults with chronic hepatitis C who have compensated liver disease and who have not been previously treated with interferon alfa,NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,2000-05-22,2002-10-16,877,6.776506992372183,Other,high,indication_keyword_match,Standard,Other,Standard,Early-PDUFA,877,6.776506992372183
Zetia,ezetimibe,Schering,NDA,21445,NA,NA,Tablet,Oral,NA,NA,NA,NA,12/27/2001,10/25/2002,2002,"indicated as adjunctive therapy to diet for reduction of elevated total-C, LDL-C and Apo B in patients with primary (heterozygous familial and non-familial) hypercholesterolemia either alone or with an HMG-Co A reductase inhibitor; treatment of homozygous familial hypercholesterolemia in combination with either atorvastatin or simvastatin, as an adjunct to other lipid-lowering treatments (e.g., LDL apheresis) or, if such treatments are unavailable, in combination with either atorvastatin or simvastatin alone; treatment of homozygous familial sitosterolemia as adjunctive therapy to diet for the reduction of elevated sitosterol and campesterol levels",NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,2001-12-27,2002-10-25,302,5.71042701737487,Other,high,indication_keyword_match,Standard,Other,Standard,Early-PDUFA,302,5.71042701737487
Abilify,aripiprazole,Otsuka Pharmaceutical,NDA,21436,NA,NA,Tablet,Oral,NA,NA,NA,NA,10/31/2001,11/15/2002,2002,treatment of schizophrenia,NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,2001-10-31,2002-11-15,380,5.940171252720432,Other,high,indication_keyword_match,Standard,Other,Standard,Early-PDUFA,380,5.940171252720432
Alinia,nitazoxanide,Romark Laboratories,NDA,21498,NA,NA,For Suspension,Oral,NA,NA,NA,NA,5/29/2002,11/22/2002,2002,treatment of diarrhea caused by Cryptosporidium parvum and Giardia lamblia,NA,Priority,Yes,No,N/A,No,N/A,N/A,N/A,NA,2002-05-29,2002-11-22,177,5.176149732573829,Other,high,indication_keyword_match,Priority,Other,Priority,Early-PDUFA,177,5.176149732573829
Strattera,atomoxetine hydrochloride,Eli Lilly,NDA,21411,NA,NA,Capsule,Oral,NA,NA,NA,NA,10/12/2001,11/26/2002,2002,treatment of Attention-Deficit Hyperactivity Disorder (ADHD) for children and adolescents ages 6-18 and adults,NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,2001-10-12,2002-11-26,410,6.016157159698354,Other,high,indication_keyword_match,Standard,Other,Standard,Early-PDUFA,410,6.016157159698354
Extraneal,icodextrin,Baxter Healthcare,NDA,21321,NA,NA,Solution,Intraperitoneal,NA,NA,NA,NA,12/22/2000,12/20/2002,2002,indicated for a single daily exchange for the long (8-16-hour) dwell during continuous ambulatory peritoneal dialysis (CAPD) or automated peritoneal dialysis (APD) for the management of chronic renal failure,NA,Standard,Yes,No,N/A,No,N/A,N/A,N/A,NA,2000-12-22,2002-12-20,728,6.590301048196686,Other,high,indication_keyword_match,Standard,Other,Standard,Early-PDUFA,728,6.590301048196686
Relpax,eletriptan hydrobromide,Pfizer,NDA,21016,NA,NA,Tablet,Oral,NA,NA,NA,NA,10/27/1998,12/26/2002,2002,acute treatment of migraine,NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,1998-10-27,2002-12-26,1521,7.327123292259293,Other,high,indication_keyword_match,Standard,Other,Standard,Early-PDUFA,1521,7.327123292259293
Humira,adalimumab,Abbott Laboratories,BLA,125057,NA,NA,Injectable,Injection,NA,NA,NA,NA,3/29/2002,12/31/2002,2002,indicated for reducing signs and symptoms and inhibiting the progression of structural damage in adult patients with moderately to severely active rheumatoid arthritis who have had an inadequate response to one or more disease-modifying anti-rheumatic drugs (DMARDs),NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,2002-03-29,2002-12-31,277,5.6240175061873385,Other,high,indication_keyword_match,Standard,Other,Standard,Early-PDUFA,277,5.6240175061873385
Amevive,alefacept,Biogen,BLA,125036,NA,NA,Injectable,Injection,NA,NA,NA,NA,8/6/2001,1/30/2003,2003,treatment of adult patients with moderate to severe chronic plaque psoriasis who are candidates for systemic therapy or phototherapy,NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,2001-08-06,2003-01-30,542,6.295266001439646,Other,high,indication_keyword_match,Standard,Other,Standard,Mid-PDUFA,542,6.295266001439646
Fuzeon,enfuvirtide,Hoffmann-La Roche,NDA,21481,NA,NA,Injectable,Subcutaneous,NA,NA,NA,NA,9/16/2002,3/13/2003,2003,"in combination with other antiretroviral agents, for the treatment of HIV-1 infection in treatment experienced patients with evidence of HIV-1 replication despite ongoing antiretroviral therapy",NA,Priority,No,Yes,N/A,Yes,N/A,N/A,N/A,NA,2002-09-16,2003-03-13,178,5.181783550292085,Other,high,indication_keyword_match,Priority,Other,Priority,Mid-PDUFA,178,5.181783550292085
Somavert,pegvisomant,Pharmacia and Upjohn,BLA,21106,NA,NA,Injectable,Subcutaneous,NA,NA,NA,NA,12/26/2000,3/25/2003,2003,"treatment of acromegaly in patients who have an inadequate response to surgery and/or radiation therapy and/or other medical therapies, or for whom these therapies are not appropriate",NA,Priority,Yes,No,N/A,Yes,N/A,N/A,N/A,Transition Product from NDA to BLA due to BPCI : Please see page 2 of data dictionary for more information.,2000-12-26,2003-03-25,819,6.70808408385307,Other,high,indication_keyword_match,Priority,Other,Priority,Mid-PDUFA,819,6.70808408385307
Emend,aprepitant,Merck,NDA,21549,NA,NA,Capsule,Oral,NA,NA,NA,NA,9/27/2002,3/26/2003,2003,"in combination with other antiemetic agents, for the prevention of acute and delayed nausea and vomiting associated with initial and repeat courses of highly emetogenic cancer chemotherapy, including high-dose cisplatin",NA,Priority,No,No,N/A,No,N/A,N/A,N/A,NA,2002-09-27,2003-03-26,180,5.19295685089021,Oncology,high,indication_keyword_match,Priority,Oncology,Priority,Mid-PDUFA,180,5.19295685089021
Factive,gemifloxacin mesylate,LG Life Sciences,NDA,21158,NA,NA,Tablet,Oral,NA,NA,NA,NA,12/16/1999,4/4/2003,2003,treatment of community-acquired pneumonia and acute bacterial exacerbation of chronic bronchitis,NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,1999-12-16,2003-04-04,1205,7.094234845924755,Other,high,indication_keyword_match,Standard,Other,Standard,Mid-PDUFA,1205,7.094234845924755
Fabrazyme,agalsidase beta,Genzyme,BLA,103979,NA,NA,Injectable,Injection,NA,NA,NA,NA,6/23/2000,4/24/2003,2003,indicated for use in patients with Fabry disease to reduce globotriaosylceramide (GL-3) deposition in capillary endothelium of the kidney and certain other cell types,NA,Priority,Yes,Yes,N/A,Yes,N/A,N/A,N/A,NA,2000-06-23,2003-04-24,1035,6.942156705699469,Other,high,indication_keyword_match,Priority,Other,Priority,Mid-PDUFA,1035,6.942156705699469
Aldurazyme,laronidase,Biomarin Pharmaceutical,BLA,125058,NA,NA,Injectable,Injection,NA,NA,NA,NA,7/29/2002,4/30/2003,2003,indicated for patients with Hurler and Hurler-Scheie forms of Mucopolysaccharidosis I (MPS I) and for patients with the Scheie form who have moderate to severe symptoms,NA,Priority,Yes,No,N/A,Yes,N/A,N/A,N/A,NA,2002-07-29,2003-04-30,275,5.616771097666572,Other,high,indication_keyword_match,Priority,Other,Priority,Mid-PDUFA,275,5.616771097666572
Iressa,gefitinib,AstraZeneca Pharmaceuticals,NDA,21399,NA,NA,Tablet,Oral,NA,NA,NA,NA,8/5/2002,5/5/2003,2003,indicated as monotherapy for the treatment of patients with locally advanced or metastatic non-small cell lung cancer after failure of both platinum-based and docetaxel chemotherapies,NA,Priority,No,Yes,N/A,Yes,N/A,N/A,N/A,NA,2002-08-05,2003-05-05,273,5.60947179518496,Oncology,high,indication_keyword_match,Priority,Oncology,Priority,Mid-PDUFA,273,5.60947179518496
Velcade,bortezomib,Millennium Pharmaceuticals,NDA,21602,NA,NA,Injectable,"Intravenous, Subcutaneous",NA,NA,NA,NA,1/21/2003,5/13/2003,2003,treatment of multiple myeloma patients who have received at least two prior therapies and have demonstrated disease progression on the last therapy,NA,Priority,Yes,Yes,N/A,Yes,N/A,N/A,N/A,NA,2003-01-21,2003-05-13,112,4.718498871295094,Oncology,high,indication_keyword_match,Priority,Oncology,Priority,Mid-PDUFA,112,4.718498871295094
Boniva,ibandronate sodium,Hoffmann-La Roche,NDA,21455,NA,NA,Tablet,Oral,NA,NA,NA,NA,7/16/2002,5/16/2003,2003,treatment and prevention of postmenopausal osteoporosis,NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,2002-07-16,2003-05-16,304,5.717027701406222,Other,high,indication_keyword_match,Standard,Other,Standard,Mid-PDUFA,304,5.717027701406222
Uroxatral,alfuzosin hydrochloride,Sanofi-Synthelabo,NDA,21287,NA,NA,"Tablet, Extended Release",Oral,NA,NA,NA,NA,12/8/2000,6/12/2003,2003,treatment of the signs and symptoms of benign prostatic hyperplasia (BPH),NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,2000-12-08,2003-06-12,916,6.82001636467413,Other,high,indication_keyword_match,Standard,Other,Standard,Mid-PDUFA,916,6.82001636467413
Reyataz,atazanavir sulfate,Bristol-Myers Squibb,NDA,21567,NA,NA,Capsule,Oral,NA,NA,NA,NA,12/20/2002,6/20/2003,2003,in combination with other antiretroviral agents for the treatment of HIV-1 infection in adults,NA,Priority,No,No,N/A,No,N/A,N/A,N/A,NA,2002-12-20,2003-06-20,182,5.204006687076795,Other,high,indication_keyword_match,Priority,Other,Priority,Mid-PDUFA,182,5.204006687076795
Xolair,omalizumab,Genentech,BLA,103976,NA,NA,Injectable,Injection,NA,NA,NA,NA,6/5/2000,6/20/2003,2003,indicated for adults and adolescents (12 years of age and above) with moderate to severe persistent asthma who have a positive skin test or in vitro reactivity to a perennial aeroallergen and whose symptoms are inadequately controlled with inhaled corticosteroids,NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,2000-06-05,2003-06-20,1110,7.01211529430638,Other,high,indication_keyword_match,Standard,Other,Standard,Mid-PDUFA,1110,7.01211529430638
Bexxar,"tositumomab, iodine I 131 tositumomab",Corixa,BLA,125011,NA,NA,Injectable,Injection,NA,NA,NA,NA,9/15/2000,6/27/2003,2003,"indicated for the treatment of patients with CD20 positive, follicular, non-Hodgkin's lymphoma, with and without transformation, whose disease is refractory to Rituximab and has relapsed following chemotherapy",NA,Priority,Yes,No,N/A,Yes,N/A,N/A,N/A,NA,2000-09-15,2003-06-27,1015,6.922643891475888,Oncology,high,indication_keyword_match,Priority,Oncology,Priority,Mid-PDUFA,1015,6.922643891475888
Emtriva,emtricitabine,Gilead Sciences,NDA,21500,NA,NA,Capsule,Oral,NA,NA,NA,NA,9/3/2002,7/2/2003,2003,indicated for the treatment of HIV infection in adults,NA,Standard,No,No,N/A,Yes,N/A,N/A,N/A,NA,2002-09-03,2003-07-02,302,5.71042701737487,Other,high,indication_keyword_match,Standard,Other,Standard,Mid-PDUFA,302,5.71042701737487
Aloxi,palonosetron hydrochloride,Helsinn Healthcare,NDA,21372,NA,NA,Injectable,Intravenous,NA,NA,NA,NA,9/27/2002,7/25/2003,2003,prevention of acute nausea and vomiting associated with initial and repeat courses of moderately and highly emetogenic cancer chemotherapy; prevention of delayed nausea and vomiting associated with initial and repeat courses of moderately emetogenic cancer chemotherapy,NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,2002-09-27,2003-07-25,301,5.707110264748875,Oncology,high,indication_keyword_match,Standard,Oncology,Standard,Mid-PDUFA,301,5.707110264748875
Zavesca,miglustat,Actelion Pharmaceuticals,NDA,21348,NA,NA,Capsule,Oral,NA,NA,NA,NA,8/21/2001,7/31/2003,2003,"treatment of mild to moderate Type I Gaucher disease in adults for whom enzyme replacement therapy is not a therapeutic option (e.g., due to constraints such as allergy, hypersensitivity, or poor venous access)",NA,Standard,Yes,No,N/A,Yes,N/A,N/A,N/A,NA,2001-08-21,2003-07-31,709,6.5638555265321274,Other,high,indication_keyword_match,Standard,Other,Standard,Mid-PDUFA,709,6.5638555265321274
Crestor,rosuvastatin calcium,AstraZeneca Pharmaceuticals,NDA,21366,NA,NA,Tablet,Oral,NA,NA,NA,NA,6/26/2001,8/12/2003,2003,"indicated as an adjunct to diet to reduce elevated total-C in patients with primary hypercholesterolemia (heterozygous familial and nonfamilial) and mixed dyslipidemia (Frederickson Type IIa and IIb);  as an adjunct to diet for the treatment of patients with elevated serum TG levels (Frederickson Type IV); indicated to reduce LDL-C, total-C, and ApoB in patients with homozygous familial hypercholesterolemia as an adjunct to other lipid-lowering treatments (e.g., LDL apheresis) or if such treatments are unavailable)",NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,2001-06-26,2003-08-12,777,6.655440350367647,Other,high,indication_keyword_match,Standard,Other,Standard,Mid-PDUFA,777,6.655440350367647
Levitra,vardenafil hydrochloride,Bayer,NDA,21400,NA,NA,Tablet,Oral,NA,NA,NA,NA,9/24/2001,8/19/2003,2003,treatment of erectile dysfunction,NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,2001-09-24,2003-08-19,694,6.542471960506805,Other,high,indication_keyword_match,Standard,Other,Standard,Mid-PDUFA,694,6.542471960506805
Cubicin,daptomycin,Cubist Pharmaceuticals,NDA,21572,NA,NA,Powder,Intravenous,NA,NA,NA,NA,12/20/2002,9/12/2003,2003,treatment of complicated skin and skin structure infections caused by susceptible strains of Gram-positive microorganisms,NA,Priority,No,No,N/A,No,N/A,N/A,N/A,NA,2002-12-20,2003-09-12,266,5.583496308781699,Other,high,indication_keyword_match,Priority,Other,Priority,Mid-PDUFA,266,5.583496308781699
Radiogardase,prussian blue,Heyl Chemisch-pharmazeutische Fabrik GmbH,NDA,21626,NA,NA,Capsule,Oral,NA,NA,NA,NA,3/13/2003,10/2/2003,2003,treatment of patients with known or suspected internal contamination with radioactive cesium and/or radioactive or non-radioactive thallium to increase their rates of elimination,NA,Priority,Yes,No,N/A,No,N/A,N/A,N/A,NA,2003-03-13,2003-10-02,203,5.313205979041787,Other,high,indication_keyword_match,Priority,Other,Priority,Mid-PDUFA,203,5.313205979041787
Elestat,epinastine hydrochloride,Allergan,NDA,21565,NA,NA,Solution/Drops,Ophthalmic,NA,NA,NA,NA,12/20/2002,10/16/2003,2003,prevention of itching associated with allergic conjunctivitis,NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,2002-12-20,2003-10-16,300,5.703782474656201,Other,high,indication_keyword_match,Standard,Other,Standard,Mid-PDUFA,300,5.703782474656201
Namenda,memantine hydrochloride,Forest Laboratories,NDA,21487,NA,NA,Tablet,Oral,NA,NA,NA,NA,12/19/2002,10/16/2003,2003,treatment of moderate to severe dementia of the Alzheimer's type,NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,2002-12-19,2003-10-16,301,5.707110264748875,Other,high,indication_keyword_match,Standard,Other,Standard,Mid-PDUFA,301,5.707110264748875
